	rt	int	ion_annotation	run	run_name
184	3089.59000000002	12.94098103755914	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
185	3093.00400000002	21.02923330522799	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
186	3096.417	25.88197313252749	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
187	3099.82999999998	32.35231482034351	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
188	3103.2460000000196	35.58776876900538	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
189	3106.6600000000203	37.205073589689164	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
190	3110.073	45.2932641455277	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
191	3113.487	63.08704319172875	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
192	3116.901	90.58721010848103	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
193	3120.3149999999996	115.17412103709717	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
194	3123.73099999998	29.117231412499223	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
195	3127.1440000000202	108.38267731776341	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
196	3130.55899999998	105.146730549734	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
197	3133.97200000002	19.411591187804333	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
198	3137.3849999999998	43.67595598085927	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
199	3140.799	16.17619615694821	MS2_y10	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
200	2461.45000000002	314.5569355262239	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
201	2464.86400000002	612.5971370900118	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
202	2468.2769999999996	674.158355511463	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
203	2471.68999999998	735.3450842519578	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
204	2475.10399999998	1029.2541274434654	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
205	2478.52000000002	950.8037684238673	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
206	2481.93400000002	1186.9047657481303	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
207	2485.3469999999998	899.7517577456506	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
208	2488.7620000000197	890.7447038980706	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
209	2492.17600000002	929.0339022505009	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
210	2495.589	1062.6561034849942	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
211	2499.00199999998	847.5778876504819	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
212	2502.417	762.3670278780651	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
213	2505.8309999999997	641.4975086928507	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
214	2509.245	480.27962168297904	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
215	2512.65799999998	131.75271134044806	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
216	2516.07199999998	7.507454530696123	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
217	2519.48599999998	7.507434956323777	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
218	2522.89900000002	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
219	2526.3120000000004	18.768329732324673	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
220	2529.72499999998	80.70365276864777	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
221	2533.14100000002	20.64508440537338	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
222	2536.5550000000203	28.152684687483998	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
223	2539.96900000002	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
224	2543.382	11.261148739436067	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
225	2546.796	16.89157602618252	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
226	2550.21	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
227	2553.62299999998	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
228	2557.03600000002	22.52249192764566	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
229	2560.45099999998	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
230	2563.86499999998	26.276189690975116	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
231	2567.2780000000203	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
232	2570.69200000002	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
233	2574.105	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
234	2577.519	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
235	2580.9319999999802	90.65207466352945	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
236	2584.34599999998	20.64545025029929	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
237	2587.75900000002	3.75369804987713	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
238	2591.172	0.0	MS2_y6	run0_Strep0Repl1_R01	Run #0 Spyogenes 0% human plasma
